Feature Combination,Number of Features,n_estimators,R2 Validation,MSE Validation,MAE Validation,Validation R2 CI Lower,Validation R2 CI Upper,Validation MSE CI Lower,Validation MSE CI Upper,Validation MAE CI Lower,Validation MAE CI Upper,Train R2,Train MSE,Train MAE,Train R2 CI Lower,Train R2 CI Upper,Train MSE CI Lower,Train MSE CI Upper,Train MAE CI Lower,Train MAE CI Upper
"['Lignin (wt%)', 'Co-polyol type (PTHF)', 'r', 'Isocyanate (wt%)', 'tin(II) octoate']",5,10,0.3155600247793725,482.4774486736718,16.67186330098781,0.17163590120703762,0.45948414835170737,386.55246503331733,578.4024323140263,14.88057317527794,18.46315342669768,0.3434914452350401,481.126391857793,16.733435139870245,0.29728647460461916,0.38969641586546105,446.9609744611922,515.2918092543938,15.881069067659292,17.585801212081197
"['Lignin (wt%)', 'Co-polyol type (PTHF)', 'r', 'Isocyanate (wt%)', 'tin(II) octoate']",5,50,0.3289797179325431,472.04980078132894,16.48360432090662,0.19481833917217037,0.4631410966929158,386.3182188442462,557.7813827184117,14.92991172157263,18.037296920240607,0.3507995815851021,475.70374848551285,16.623886664770588,0.3106906840484825,0.3909084791217217,446.66976241921043,504.73773455181527,15.824491757628865,17.423281571912312
"['Lignin (wt%)', 'Co-polyol type (PTHF)', 'r', 'Isocyanate (wt%)', 'tin(II) octoate']",5,100,0.3330325668032025,469.49130759862544,16.31795599986026,0.18514422466071023,0.4809209089456947,372.8387710115809,566.14384418567,14.631243315916848,18.004668683803672,0.35232204489911767,474.6198609064762,16.62558492834473,0.31155917409546674,0.3930849157027686,444.8038964995369,504.43582531341553,15.852691111871314,17.398478744818142
"['Lignin (wt%)', 'Co-polyol type (PTHF)', 'r', 'Isocyanate (wt%)', 'tin(II) octoate']",5,200,0.3312157048385314,470.8846425965251,16.467930502200662,0.19113381481396585,0.47129759486309697,379.95887400949294,561.8104111835573,14.797995047483948,18.137865956917377,0.3476809046945527,478.05499460897363,16.673486074533404,0.3008039140543319,0.39455789533477353,443.45618278038995,512.6538064375573,15.822052536803968,17.52491961226284
"['Lignin (wt%)', 'Co-polyol type (PTHF)', 'r', 'Isocyanate (wt%)', 'tin(II) octoate']",5,300,0.3295513830039774,472.3329855048405,16.49153900499449,0.18911367925783099,0.46998908675012385,380.3939629480257,564.2720080616554,14.776647050875097,18.206430959113884,0.34854061651087054,477.3669025273583,16.682483818107112,0.302310018667023,0.39477121435471807,443.6593333798287,511.07447167488795,15.842879424759772,17.522088211454452
"['Lignin (wt%)', 'Co-polyol type (PTHF)', 'r', 'Isocyanate (wt%)', 'tin(II) octoate']",5,400,0.33225450973764886,470.5374129083128,16.461996329855324,0.1946671282593945,0.46984189121590325,380.3560799741683,560.7187458424572,14.738273399366445,18.185719260344204,0.3473024920329557,478.25021985404135,16.685467281503502,0.3009670950885294,0.393637888977382,444.6439037543639,511.8565359537188,15.843217778298165,17.52771678470884
"['Lignin (wt%)', 'Co-polyol type (PTHF)', 'r', 'Isocyanate (wt%)', 'tin(II) octoate']",5,500,0.3349539491161277,468.5245414119715,16.420699328904654,0.197847157393279,0.4720607408389764,379.1024634817962,557.9466193421467,14.705648082035564,18.13575057577374,0.34570964946496263,479.4023980109329,16.708388467827234,0.29822050715870896,0.3931987917712163,445.04158342046054,513.7632126014054,15.85763669970467,17.559140235949798
"['Lignin (wt%)', 'Co-polyol type (PTHF)', 'r', 'Isocyanate (wt%)', 'tin(II) octoate']",5,600,0.33584274032140254,467.8784366480098,16.39380833765889,0.19841164944297832,0.4732738311998268,378.22745297892635,557.5294203170932,14.686082839177226,18.101533836140554,0.34617278346741276,479.06173966053564,16.697441984578834,0.29873238835393934,0.3936131785808862,444.7342115451899,513.3892677758813,15.852508805601355,17.542375163556315
"['Lignin (wt%)', 'Co-polyol type (PTHF)', 'r', 'Isocyanate (wt%)', 'tin(II) octoate']",5,700,0.3359088926721914,467.8135783385577,16.39499146980392,0.19935213387556472,0.472465651468818,379.03397513328616,556.5931815438292,14.703967073839213,18.086015865768626,0.34611320021572467,479.1054419105785,16.69056295092897,0.29757599902424836,0.394650401407201,443.96110240497234,514.2497814161848,15.836853669969486,17.544272231888456
"['Lignin (wt%)', 'Co-polyol type (PTHF)', 'r', 'Isocyanate (wt%)', 'tin(II) octoate']",5,800,0.33665442493438985,467.20218317424377,16.376488564680237,0.1999780842985872,0.4733307655701925,378.5584215247505,555.845944823737,14.690614130138991,18.06236299922148,0.3460786354805887,479.12246893243827,16.688905346179226,0.29736638521629355,0.39479088574488386,443.9104422200152,514.3344956448614,15.837854551048839,17.539956141309613
"['Lignin (wt%)', 'Co-polyol type (PTHF)', 'r', 'Isocyanate (wt%)', 'tin(II) octoate']",5,900,0.33712911476085033,466.8200004157313,16.367085063277024,0.19996126668774616,0.4742969628339545,377.95019805380866,555.6898027776539,14.679548602730366,18.05462152382368,0.34639721168903403,478.88808063130665,16.682664616130545,0.29781156375989126,0.3949828596181768,443.7794941139366,513.9966671486767,15.836534433524825,17.528794798736264
"['Lignin (wt%)', 'Co-polyol type (PTHF)', 'r', 'Isocyanate (wt%)', 'tin(II) octoate']",5,1000,0.33741356476446005,466.6057268430601,16.361236291767735,0.1997157939798537,0.47511133554906637,377.35348389187254,555.8579697942477,14.672004995199824,18.050467588335646,0.34668677745312515,478.6734219245729,16.678773757524688,0.2978481486978969,0.3955254062083534,443.3925195840237,513.9543242651221,15.828340247153633,17.529207267895742
"['Lignin (wt%)', 'Co-polyol type (PTHF)', 'r', 'Isocyanate (wt%)', 'Sratio(%)']",5,1,0.33438740167250736,470.01077270786936,16.700437354468665,0.2212082424301131,0.4475665609149016,390.53042074518055,549.4911246705582,15.272692262503671,18.12818244643366,0.340033930631468,483.65049819642866,17.174903314283483,0.2941443040537415,0.38592355720919447,449.72566194360127,517.575334449256,16.479012001338308,17.87079462722866
"['Lignin (wt%)', 'Co-polyol type (PTHF)', 'r', 'Isocyanate (wt%)', 'Sratio(%)']",5,10,0.36613681591702335,446.3215880473077,15.962942254711809,0.2709460073207362,0.4613276245133105,384.21658157558744,508.426594519028,14.796939446267558,17.12894506315606,0.4021970528731117,437.5496858440486,16.08490599967929,0.35446021241485653,0.44993389333136685,406.4350913495567,468.6642803385405,15.467147513585681,16.7026644857729
"['Lignin (wt%)', 'Co-polyol type (PTHF)', 'r', 'Isocyanate (wt%)', 'Sratio(%)']",5,50,0.3722392414230157,443.1964211018775,15.899485214385948,0.2798244453994469,0.46465403744658446,379.27025613817443,507.12258606558055,14.763994624151351,17.034975804620544,0.3977378497859952,440.97598323277043,16.074246859042955,0.3515747274829342,0.44390097208905616,410.1033981803016,471.84856828523925,15.480434134223731,16.668059583862178
"['Lignin (wt%)', 'Co-polyol type (PTHF)', 'r', 'Isocyanate (wt%)', 'Sratio(%)']",5,100,0.37792457043545014,437.53180263495716,15.828170829777378,0.2786960008803583,0.477153139990542,375.87814419942396,499.18546107049036,14.782847082818323,16.87349457673643,0.4075314776557423,433.9411465118028,15.975678632095963,0.36475971366149185,0.4503032416499928,404.57472056889753,463.30757245470807,15.426567076683996,16.524790187507932
"['Lignin (wt%)', 'Co-polyol type (PTHF)', 'r', 'Isocyanate (wt%)', 'Sratio(%)']",5,200,0.3659099069550417,446.4552973459412,15.913309198345734,0.2671309956866701,0.46468881822341335,382.69175250304795,510.2188421888344,14.846676922672955,16.979941474018514,0.39949283940518754,439.86269980235227,16.068088446417736,0.3539687577121514,0.44501692109822366,408.40618077831255,471.319218826392,15.452233478579364,16.683943414256106
"['Lignin (wt%)', 'Co-polyol type (PTHF)', 'r', 'Isocyanate (wt%)', 'Sratio(%)']",5,300,0.37423547807226054,441.0192158752574,15.79833555804095,0.28068445538732106,0.4677865007572,379.0342161448401,503.00421560567463,14.74399423861118,16.85267687747072,0.39929015181836813,439.96552885281733,16.10055017975062,0.3551458457265861,0.4434344579101502,409.8611270933549,470.06993061227973,15.539530063071805,16.661570296429435
"['Lignin (wt%)', 'Co-polyol type (PTHF)', 'r', 'Isocyanate (wt%)', 'Sratio(%)']",5,400,0.3690158469130692,445.39533430270455,15.902126053227494,0.2782452936954846,0.4597864001306538,382.48229185402784,508.3083767513813,14.814867653306987,16.989384453148002,0.3901758478320841,446.74010977962644,16.219702023709978,0.35030024225213297,0.4300514534120352,419.02134937662447,474.4588701826284,15.694047553516901,16.745356493903056
"['Lignin (wt%)', 'Co-polyol type (PTHF)', 'r', 'Isocyanate (wt%)', 'Sratio(%)']",5,500,0.3661242864659703,447.28718767348374,15.91912606565231,0.27346354107647874,0.4587850318554618,383.69239455381705,510.88198079315043,14.823388891274991,17.01486324002963,0.38898500898031607,447.63241395261775,16.23767606719983,0.34896606746296055,0.4290039504976716,419.6133521858378,475.6514757193977,15.710114563474324,16.765237570925333
"['Lignin (wt%)', 'Co-polyol type (PTHF)', 'r', 'Isocyanate (wt%)', 'Sratio(%)']",5,600,0.36588403977161693,447.46152518511707,15.932174725900001,0.27271204237354174,0.4590560371696921,383.44689631918374,511.4761540510504,14.830514167194094,17.03383528460591,0.38944884954138115,447.2966802561784,16.23093403433811,0.3496242030079199,0.4292734960748424,419.38502239116184,475.2083381211949,15.693547199843962,16.768320868832255
"['Lignin (wt%)', 'Co-polyol type (PTHF)', 'r', 'Isocyanate (wt%)', 'Sratio(%)']",5,700,0.3655249623117573,447.72227720801527,15.945107813143485,0.2718236894566545,0.45922623516686006,383.2095958462662,512.2349585697643,14.842165208660427,17.048050417626545,0.3902223421943814,446.7416195770772,16.225162171553706,0.3509716834175201,0.4294730009712427,419.1474393889614,474.335799765193,15.692472612979635,16.757851730127776
"['Lignin (wt%)', 'Co-polyol type (PTHF)', 'r', 'Isocyanate (wt%)', 'Sratio(%)']",5,800,0.3630176303157125,449.367813810741,15.977301436241351,0.266048581160619,0.45998667947080596,383.1198964793067,515.6157311421753,14.844876195733404,17.109726676749297,0.3909078302085632,446.23052250823673,16.21276087997121,0.3521461076924338,0.42966955272469254,419.07746759626866,473.3835774202048,15.679112216879139,16.746409543063283
"['Lignin (wt%)', 'Co-polyol type (PTHF)', 'r', 'Isocyanate (wt%)', 'Sratio(%)']",5,900,0.3628303413953683,449.5933811698409,15.980115917744033,0.2655535719044774,0.46010711088625916,382.7586144510405,516.4281478886412,14.84100498476708,17.119226850720988,0.3913261895977893,445.9247059926005,16.208596585320354,0.3523648540501696,0.430287525145409,418.6038230727228,473.2455889124782,15.668981158216274,16.748212012424432
"['Lignin (wt%)', 'Co-polyol type (PTHF)', 'r', 'Isocyanate (wt%)', 'Sratio(%)']",5,1000,0.36264240216673266,449.7420843912475,15.978001283729645,0.26451949821778914,0.4607653061156762,382.16400605082237,517.3201627316726,14.828992728938907,17.127009838520383,0.3912467206588827,445.9788646602891,16.214552387353905,0.3523059229903004,0.43018751832746505,418.70131776368385,473.25641155689436,15.675126511407186,16.753978263300624
"['Lignin (wt%)', 'Co-polyol type (PTHF)', 'r', 'Isocyanate (mmol NCO)', 'Isocyonate type']",5,1,0.26666751371561187,516.17710736264,17.370924153003013,0.11715299191538156,0.4161820355158422,415.87760400256946,616.4766107227105,15.535669894970102,19.206178411035925,0.3353796163616477,487.3264040917371,17.063060435687557,0.2937882496701156,0.37697098305317983,454.4622105555903,520.190597627884,16.318717400265328,17.807403471109787
"['Lignin (wt%)', 'Co-polyol type (PTHF)', 'r', 'Isocyanate (mmol NCO)', 'Isocyonate type']",5,10,0.2679599506679349,515.8062850471786,17.32871318377746,0.12979695784690184,0.40612294348896794,422.5470979011235,609.0654721932336,15.72036369537783,18.93706267217709,0.3337068753911205,488.43006922357335,17.04215739612014,0.29061013111528555,0.3768036196669554,455.2147137592388,521.645424687908,16.2487084640515,17.835606328188778
"['Lignin (wt%)', 'Co-polyol type (PTHF)', 'r', 'Isocyanate (mmol NCO)', 'Isocyonate type']",5,50,0.28019476567518625,507.42961393877357,17.087134893026636,0.14141862119037552,0.418970910159997,412.42228426374356,602.4369436138036,15.50592070786531,18.668349078187966,0.33524633876454263,487.3405496710819,17.004616293053857,0.29223365105462257,0.3782590264744627,453.97110392425225,520.7099954179115,16.28198109614614,17.727251489961574
"['Lignin (wt%)', 'Co-polyol type (PTHF)', 'r', 'Isocyanate (mmol NCO)', 'Isocyonate type']",5,100,0.2757977417749814,510.4839323809232,17.10300118849798,0.13367052520853598,0.41792495834142684,413.491977491154,607.4758872706924,15.437677778575523,18.76832459842044,0.34005093963863625,483.8107757994174,16.915547525467492,0.2973197384340747,0.3827821408431978,450.6980653189394,516.9234862798953,16.17486928898191,17.656225761953074
"['Lignin (wt%)', 'Co-polyol type (PTHF)', 'r', 'Isocyanate (mmol NCO)', 'Isocyonate type']",5,200,0.26755008186225665,517.0121381405406,17.133425837536876,0.12421284039554564,0.41088732332896766,416.00059887434384,618.0236774067374,15.373157351515697,18.893694323558055,0.3481358582137958,477.9466387253997,16.8241776447479,0.310213959144964,0.38605775728262753,447.6105857969455,508.2826916538539,16.094605197618005,17.55375009187779
"['Lignin (wt%)', 'Co-polyol type (PTHF)', 'r', 'Isocyanate (mmol NCO)', 'Isocyonate type']",5,300,0.26780647889229636,517.3651970575071,17.24170083336264,0.12304170403488648,0.41257125374970627,413.4833881895404,621.2470059254738,15.541733751087088,18.94166791563819,0.33719354745030333,485.9543843122594,16.941640219944624,0.29223013163024036,0.3821569632703663,450.94050643771703,520.9682621868017,16.14249258777567,17.740787852113577
"['Lignin (wt%)', 'Co-polyol type (PTHF)', 'r', 'Isocyanate (mmol NCO)', 'Isocyonate type']",5,400,0.27753450457026674,509.37989588004893,17.12737623544013,0.13578991158163595,0.41927909755889753,412.3535020498009,606.406289710297,15.531779201103994,18.72297326977627,0.33547327524403825,487.15872195508183,16.971392724759415,0.2927802293651151,0.3781663211229614,454.0739537216507,520.243490188513,16.21826191240275,17.72452353711608
"['Lignin (wt%)', 'Co-polyol type (PTHF)', 'r', 'Isocyanate (mmol NCO)', 'Isocyonate type']",5,500,0.27312518291486454,512.8193876250245,17.146539247063664,0.1306372859500042,0.41561307987972484,413.94595970592945,611.6928155441196,15.527628253338591,18.765450240788738,0.33486614051666475,487.6191995478208,16.96825424866791,0.29062453510795816,0.37910774592537133,453.3285566681755,521.9098424274662,16.194242307369972,17.74226618996585
"['Lignin (wt%)', 'Co-polyol type (PTHF)', 'r', 'Isocyanate (mmol NCO)', 'Isocyonate type']",5,600,0.272840216219979,513.2727115128769,17.147195379343657,0.13030152348403765,0.41537890895592033,413.31799869519773,613.227424330556,15.509566642333908,18.784824116353406,0.33421323897290656,488.1084777409136,16.98007661522316,0.2899683256020016,0.3784581523438115,453.7375765166689,522.4793789651583,16.19863415886756,17.761519071578764
"['Lignin (wt%)', 'Co-polyol type (PTHF)', 'r', 'Isocyanate (mmol NCO)', 'Isocyonate type']",5,700,0.2715656985246401,514.3441899826457,17.167725772432473,0.12922083536197276,0.4139105616873074,413.9675602583726,614.7208197069189,15.515538341119838,18.81991320374511,0.33475797793160667,487.7139278279857,16.968720781525093,0.290663049322849,0.37885290654036435,453.4098457728811,522.0180098830903,16.18489144334813,17.752550119702057
"['Lignin (wt%)', 'Co-polyol type (PTHF)', 'r', 'Isocyanate (mmol NCO)', 'Isocyonate type']",5,800,0.26949779212781283,516.0292865552734,17.185550129927314,0.12656178437171728,0.4124337998839084,414.370741891991,617.6878312185559,15.516236832869195,18.854863426985435,0.33516089244851244,487.4303101359973,16.96321279185238,0.29061236812498537,0.3797094167720395,452.72774621928374,522.1328740527108,16.169043156740546,17.757382426964217
"['Lignin (wt%)', 'Co-polyol type (PTHF)', 'r', 'Isocyanate (mmol NCO)', 'Isocyonate type']",5,900,0.26907605678545615,516.4459806810088,17.189870486319517,0.12557012689522118,0.4125819866756911,413.88035693095037,619.0116044310672,15.509014260628916,18.870726712010118,0.3354704997502607,487.2066764425942,16.95828478402935,0.29091514238618044,0.380025857114341,452.47580868582634,521.937544199362,16.162377969267563,17.754191598791135
"['Lignin (wt%)', 'Co-polyol type (PTHF)', 'r', 'Isocyanate (mmol NCO)', 'Isocyonate type']",5,1000,0.2693862636223572,516.2802298545946,17.17700733925174,0.12592806733996798,0.4128444599047464,413.4837694370333,619.0766902721559,15.48532809291897,18.868686585584513,0.3357977562141756,486.97468825591216,16.956632634772422,0.29205281448023823,0.379542697948113,452.76733382846487,521.1820426833594,16.17030383892304,17.742961430621804
"['Lignin (wt%)', 'Co-polyol type (PTHF)', 'r', 'Isocyanate (mmol NCO)', 'tin(II) octoate']",5,1,0.20896822438563617,555.3428461900254,18.341009305363787,0.05698806144823451,0.3609483873230378,457.4849049511979,653.2007874288529,16.98721971855516,19.694798892172415,0.2868129160324962,522.4805997346131,17.95235306264726,0.23675225943368955,0.33687357263130285,486.80802942270003,558.153170046526,17.05387287773405,18.850833247560466
"['Lignin (wt%)', 'Co-polyol type (PTHF)', 'r', 'Isocyanate (mmol NCO)', 'tin(II) octoate']",5,10,0.21915114579559578,550.8147836669558,18.296004307026685,0.05864228777832614,0.3796600038128654,439.9444221963202,661.6851451375915,16.47430868954883,20.11769992450454,0.3015226118144297,511.7853546764155,17.660117665423122,0.2463091332369297,0.35673609039192966,471.7827279388144,551.7879814140167,16.678803342730326,18.64143198811592
"['Lignin (wt%)', 'Co-polyol type (PTHF)', 'r', 'Isocyanate (mmol NCO)', 'tin(II) octoate']",5,50,0.2321063764207069,542.2828593749445,18.091074976705222,0.09337923100321374,0.37083352183820006,442.7160983016396,641.8496204482493,16.32973921795742,19.852410735453024,0.30440756769172517,509.6324462028332,17.61871403508984,0.24946432045814793,0.3593508149253024,469.9691492584692,549.2957431471972,16.684236323430614,18.553191746749068
"['Lignin (wt%)', 'Co-polyol type (PTHF)', 'r', 'Isocyanate (mmol NCO)', 'tin(II) octoate']",5,100,0.21799067285457935,551.5024793425625,18.207477468512224,0.0725817049965187,0.36339964071263997,451.05851780656076,651.9464408785643,16.488684465461688,19.92627047156276,0.29346264240185127,517.668336852816,17.793500188273025,0.24147796130342905,0.3454473235002735,480.16924527295686,555.167428432675,16.885491052424186,18.701509324121865
"['Lignin (wt%)', 'Co-polyol type (PTHF)', 'r', 'Isocyanate (mmol NCO)', 'tin(II) octoate']",5,200,0.22033887561642357,550.7137413784592,18.167813649183852,0.08249842990149905,0.3581793213313481,452.0096786347701,649.4178041221483,16.511192429745503,19.824434868622202,0.29948098125422307,513.2411282342595,17.68928145196285,0.24320486195465732,0.35575710055378884,472.651110937076,553.8311455314429,16.706759458834618,18.67180344509108
"['Lignin (wt%)', 'Co-polyol type (PTHF)', 'r', 'Isocyanate (mmol NCO)', 'tin(II) octoate']",5,300,0.21302490718135797,555.9609649074308,18.22375391368358,0.07377334139842626,0.35227647296428966,456.01656130792577,655.9053685069359,16.54960149082627,19.897906336540892,0.30238265210117743,511.1121504234986,17.676646368036128,0.24552387985719587,0.359241424345159,470.0879160908751,552.1363847561221,16.69634788228873,18.656944853783525
"['Lignin (wt%)', 'Co-polyol type (PTHF)', 'r', 'Isocyanate (mmol NCO)', 'tin(II) octoate']",5,400,0.22346188497767824,548.8059816354187,18.09360477372413,0.07881837286502097,0.3681053970903355,445.2586725392385,652.3532907315989,16.36277227866119,19.824437268787072,0.30267320518553553,510.8597273961328,17.679306686886726,0.24755388786283555,0.3577925225082355,471.39448266919936,550.3249721230662,16.71924665604451,18.63936671772894
"['Lignin (wt%)', 'Co-polyol type (PTHF)', 'r', 'Isocyanate (mmol NCO)', 'tin(II) octoate']",5,500,0.22257725289360475,549.3558782347876,18.10147865230392,0.07825187851264892,0.3669026272745606,446.01750735475446,652.6942491148208,16.369488857822848,19.833468446784995,0.3021303132994567,511.2497049643299,17.69287744937351,0.24697817191860333,0.3572824546803101,471.7934079289816,550.7060019996783,16.738190679179443,18.647564219567574
"['Lignin (wt%)', 'Co-polyol type (PTHF)', 'r', 'Isocyanate (mmol NCO)', 'tin(II) octoate']",5,600,0.21934879402458668,552.0072224620666,18.119471351756914,0.07702787552812448,0.36166971252104885,448.93400350409473,655.0804414200385,16.38925945060447,19.849683252909358,0.30375589767005806,510.0629725883946,17.660916618057694,0.2491752351472526,0.35833656019286353,470.9597857817134,549.1661593950757,16.723777165236562,18.598056070878826
"['Lignin (wt%)', 'Co-polyol type (PTHF)', 'r', 'Isocyanate (mmol NCO)', 'tin(II) octoate']",5,700,0.21960616049160664,551.9200653280842,18.119024751681614,0.07716333944208198,0.3620489815411313,448.3365710509993,655.5035596051691,16.380274150923757,19.85777535243947,0.3033515824122953,510.35369024526136,17.663093622524237,0.2485088015211375,0.3581943633034531,471.091628409634,549.6157520808887,16.724506220872332,18.60168102417614
"['Lignin (wt%)', 'Co-polyol type (PTHF)', 'r', 'Isocyanate (mmol NCO)', 'tin(II) octoate']",5,800,0.22308239061575746,549.3528719628299,18.066944608030504,0.0755774138663218,0.37058736736519315,442.5131987812497,656.1925451444101,16.274475246198335,19.859413969862672,0.30089975954484544,512.1501853664109,17.692048419728277,0.24335951262122085,0.35844000646847,470.85942717227726,553.4409435605446,16.71646821386539,18.667628625591163
"['Lignin (wt%)', 'Co-polyol type (PTHF)', 'r', 'Isocyanate (mmol NCO)', 'tin(II) octoate']",5,900,0.22339990941548335,549.0773906841357,18.065092003732783,0.07501533322854115,0.37178448560242555,441.7992647199333,656.3555166483382,16.261910411079782,19.868273596385784,0.300473257558382,512.4471886746868,17.69741701558732,0.24289682863858272,0.35804968647818125,471.2178646867554,553.6765126626182,16.723934568031986,18.670899463142653
"['Lignin (wt%)', 'Co-polyol type (PTHF)', 'r', 'Isocyanate (mmol NCO)', 'tin(II) octoate']",5,1000,0.2274151429747814,546.5833236938379,17.97440946710521,0.07743749151398127,0.37739279443558155,437.37588213811864,655.7907652495571,16.13031265505023,19.818506279160193,0.3027279954838682,510.824280573332,17.652267426820234,0.24506660151349346,0.3603893894542429,469.32937750222334,552.3191836444406,16.66033038937471,18.64420446426576
"['Lignin (wt%)', 'Co-polyol type (PTHF)', 'r', 'Isocyanate (mmol NCO)', 'Sratio(%)']",5,1,0.23135076029237278,553.3069386932223,17.459344368451088,0.052470496207955075,0.4102310243767905,391.0346618297104,715.5792155567342,15.489859121074707,19.42882961582747,0.32921297167224106,491.9259934443846,17.325867629069275,0.26193487049234054,0.3964910728521416,441.0044767493948,542.8475101393743,16.185306049704153,18.4664292084344
"['Lignin (wt%)', 'Co-polyol type (PTHF)', 'r', 'Isocyanate (mmol NCO)', 'Sratio(%)']",5,10,0.23649041060234133,548.2648828329993,16.941694352108765,0.0722645961839665,0.40071622502071613,394.8715381276187,701.65822753838,15.28368246087531,18.59970624334222,0.40037082130481166,439.56804686984117,16.16544802586987,0.34610381148002867,0.45463783112959466,399.2533031574267,479.8827905822556,15.365150558213687,16.965745493526057
"['Lignin (wt%)', 'Co-polyol type (PTHF)', 'r', 'Isocyanate (mmol NCO)', 'Sratio(%)']",5,50,0.24780861091248604,543.1400437251929,16.809422921823533,0.04692491423456838,0.4486923075904037,358.91303229676663,727.367055153619,14.920136368776944,18.69870947487012,0.40211082464945724,438.1712339088439,15.943583147958316,0.3369900224189399,0.4672316268799746,390.7920632196977,485.55040459799005,14.910387859648656,16.976778436267978
"['Lignin (wt%)', 'Co-polyol type (PTHF)', 'r', 'Isocyanate (mmol NCO)', 'Sratio(%)']",5,100,0.23384265029052126,554.8259536695434,16.839443755260497,0.006484543515476893,0.4612007570655656,349.4110514696948,760.240855869392,14.76948522651556,18.909402284005434,0.4177861569695985,426.83362216798986,15.732345381764693,0.3601667582432951,0.47540555569590187,383.96729236898534,469.6999519669944,14.788109481387618,16.67658128214177
"['Lignin (wt%)', 'Co-polyol type (PTHF)', 'r', 'Isocyanate (mmol NCO)', 'Sratio(%)']",5,200,0.2505730610375816,542.7055346382177,16.844444514901767,0.021166782537878487,0.47997933953728467,336.7185465934226,748.6925226830128,14.806236926885038,18.882652102918495,0.40169492120844497,438.4284407053764,15.949325515364285,0.334632828687841,0.46875701372904893,389.89199098222696,486.9648904285258,14.871881794070827,17.026769236657742
"['Lignin (wt%)', 'Co-polyol type (PTHF)', 'r', 'Isocyanate (mmol NCO)', 'Sratio(%)']",5,300,0.24701163284606426,545.2702228039303,16.803699528912922,0.0156738783643679,0.4783493873277606,337.5814640954078,752.9589815124529,14.756587073739496,18.85081198408635,0.39996680508162624,439.6718623922945,15.976647421627623,0.33121558073976204,0.46871802942349045,390.0205169671671,489.32320781742186,14.879754860410126,17.073539982845123
"['Lignin (wt%)', 'Co-polyol type (PTHF)', 'r', 'Isocyanate (mmol NCO)', 'Sratio(%)']",5,400,0.24998137781638002,544.4128863591925,16.778470501616248,0.014373859806120132,0.4855888958266399,331.8203249593299,757.0054477590551,14.68757466925883,18.869366333973666,0.39962070882818806,440.00802825866504,15.962123824715793,0.33205508655756577,0.46718633109881036,390.77233294269666,489.2437235746334,14.881939007281844,17.04230864214974
"['Lignin (wt%)', 'Co-polyol type (PTHF)', 'r', 'Isocyanate (mmol NCO)', 'Sratio(%)']",5,500,0.2484065448788134,545.6826661486068,16.785790850883455,0.009833877548879627,0.4869792122087472,330.65466042443893,760.7106718727747,14.683898077398736,18.887683624368172,0.3985963644295933,440.77288006007194,15.977403684336767,0.33081218921746597,0.4663805396417206,391.2917700216244,490.25399009851947,14.894311572161206,17.06049579651233
"['Lignin (wt%)', 'Co-polyol type (PTHF)', 'r', 'Isocyanate (mmol NCO)', 'Sratio(%)']",5,600,0.24822917302049358,545.8813810203568,16.794468725746967,0.009786831958586067,0.48667151408240106,330.9107547739659,760.8520072667477,14.691563123073793,18.897374328420142,0.3979193906855273,441.2721882713857,15.98578431284373,0.3297694287982669,0.4660693525727877,391.50056170050493,491.04381484226644,14.901070369828346,17.070498255859114
"['Lignin (wt%)', 'Co-polyol type (PTHF)', 'r', 'Isocyanate (mmol NCO)', 'Sratio(%)']",5,700,0.24994800157914332,544.3924678145465,16.754317615484247,0.013019065931261842,0.4868769372270248,330.860214004579,757.9247216245141,14.664464814129271,18.844170416839223,0.39751681513466164,441.5617906586702,15.990597262633987,0.32894607231345774,0.46608755795586554,391.5092209762243,491.6143603411161,14.905328325368323,17.07586619989965
"['Lignin (wt%)', 'Co-polyol type (PTHF)', 'r', 'Isocyanate (mmol NCO)', 'Sratio(%)']",5,800,0.2511954501102608,543.3930496040332,16.735671896567787,0.01369032627170183,0.4887005739488197,329.5905137923004,757.195585415766,14.643742949298858,18.827600843836716,0.397920205149578,441.25968266013996,15.981974822251777,0.3295543181795812,0.4662860921195748,391.400089485477,491.1192758348029,14.901430161881061,17.06251948262249
"['Lignin (wt%)', 'Co-polyol type (PTHF)', 'r', 'Isocyanate (mmol NCO)', 'Sratio(%)']",5,900,0.2517065455312827,543.0503599695348,16.7236514261728,0.01386287723714294,0.4895502138254224,329.02014962003983,757.0805703190299,14.628263348293714,18.819039504051887,0.39828069550873374,440.9972808482348,15.97335920573472,0.32992966794532624,0.46663172307214124,391.1402793475292,490.85428234894044,14.894040519843326,17.052677891626114
"['Lignin (wt%)', 'Co-polyol type (PTHF)', 'r', 'Isocyanate (mmol NCO)', 'Sratio(%)']",5,1000,0.2529122740998251,542.1341452670688,16.717765298126956,0.014558446962286392,0.4912661012373638,327.87504518401,756.3932453501276,14.621491510059503,18.81403908619441,0.39746242497869405,441.58140338443565,15.975478868115307,0.32819963550774345,0.46672521444964465,391.15154882369836,492.01125794517293,14.88822339593451,17.062734340296103
