Feature Combination,Number of Features,n_estimators,R2 Validation,MSE Validation,MAE Validation,Validation R2 CI Lower,Validation R2 CI Upper,Validation MSE CI Lower,Validation MSE CI Upper,Validation MAE CI Lower,Validation MAE CI Upper,Train R2,Train MSE,Train MAE,Train R2 CI Lower,Train R2 CI Upper,Train MSE CI Lower,Train MSE CI Upper,Train MAE CI Lower,Train MAE CI Upper
"['Lignin (wt%)', 'Co-polyol type (PTHF)', 'r', 'Isocyanate (wt%)']",4,600,0.32760753045085494,473.54755476680594,16.75739090980362,0.19749913682583334,0.4577159240758766,387.77502967813945,559.3200798554725,15.231717371836888,18.283064447770347,0.35329341028771644,473.7985093605541,16.931256514402286,0.31351705469708685,0.393069765878346,445.64543448234326,501.9515842387649,16.2481442670113,17.614368761793273
"['Lignin (wt%)', 'Co-polyol type (PTHF)', 'r', 'Isocyanate (wt%)']",4,700,0.3254416416879173,475.1030793525636,16.784029447899695,0.19707900971690903,0.4538042736589255,390.54587910027715,559.6602796048501,15.303352695706536,18.264706200092853,0.3517712037318178,474.91897374133106,16.946062619638866,0.3093533580996336,0.394189049364002,444.727605139345,505.11034234331714,16.21516840659585,17.67695683268188
"['Lignin (wt%)', 'Co-polyol type (PTHF)', 'r', 'Isocyanate (wt%)']",4,800,0.32717261330602737,473.92037322470986,16.760644855280923,0.19891553031194317,0.45542969630011154,389.06544397555297,558.7753024738668,15.281035214054286,18.240254496507557,0.3518570726869092,474.8476299193333,16.94341365664065,0.3089000768834158,0.39481406849040257,444.316541513176,505.37871832549064,16.209406255510743,17.67742105777056
"['Lignin (wt%)', 'Co-polyol type (PTHF)', 'r', 'Isocyanate (wt%)']",4,900,0.33409836105658786,469.73404660758376,16.725433911790624,0.20400378590200163,0.4641929362111741,381.847984248007,557.6201089671605,15.204684538396366,18.246183285184884,0.3535503416252307,473.56116017442025,16.934176129915947,0.3102360654598883,0.3968646177905731,443.15988236858516,503.96243798025534,16.198275225320906,17.67007703451099
"['Lignin (wt%)', 'Co-polyol type (PTHF)', 'r', 'Isocyanate (wt%)']",4,1000,0.33468373929931505,469.3587464508817,16.724634666785317,0.20439704366582065,0.46497043493280943,381.04510358647474,557.6723893152887,15.195293945497998,18.253975388072636,0.35389875531340836,473.30010418549773,16.929499943961773,0.31042842788913055,0.3973690827376862,442.81781392374006,503.7823944472554,16.190398081401913,17.668601806521632
"['Lignin (wt%)', 'Co-polyol type (PTHF)', 'r', 'Isocyanate (mmol NCO)']",4,1,0.16808541626989598,585.1683291744279,19.00437680855669,-0.002311865640425542,0.3384826981802175,471.9326619139754,698.4039964348804,17.44546621228348,20.563287404829897,0.265453194665527,538.1359543120548,18.47203634638162,0.2148870158105828,0.3160193735204712,502.03185618826404,574.2400524358454,17.57061025362942,19.37346243913382
"['Lignin (wt%)', 'Co-polyol type (PTHF)', 'r', 'Isocyanate (mmol NCO)']",4,10,0.17473398777233368,579.9039388216821,18.90341190238661,0.016647343318523466,0.3328206322261439,480.91072344836454,678.8971541949998,17.50669148222051,20.300132322552706,0.26061147261528383,541.6809536708759,18.563333710831138,0.21083790108167672,0.31038504414889095,506.2629541430881,577.0989531986636,17.63916966364461,19.487497758017668
"['Lignin (wt%)', 'Co-polyol type (PTHF)', 'r', 'Isocyanate (mmol NCO)']",4,50,0.17446360078091522,579.0718371291883,18.814343841264225,0.01492890124820781,0.33399830031362265,481.5699081194729,676.5737661389038,17.47637896145486,20.15230872107359,0.25499016092259885,545.8261063075705,18.639262035410233,0.20152651388861215,0.30845380795658556,507.4010360705064,584.2511765446346,17.686166002403475,19.592358068416992
"['Lignin (wt%)', 'Co-polyol type (PTHF)', 'r', 'Isocyanate (mmol NCO)']",4,100,0.16855009983546196,583.2825664145032,18.895732087471064,0.01047579913750643,0.32662440053341746,487.4176493519835,679.1474834770229,17.526167820598936,20.265296354343192,0.25576855219855854,545.2808431802181,18.6511060425599,0.2057868554888903,0.3057502489082268,509.26719431897226,581.2944920414639,17.756856331516087,19.54535575360371
"['Lignin (wt%)', 'Co-polyol type (PTHF)', 'r', 'Isocyanate (mmol NCO)']",4,200,0.1674809624611757,584.7213906056664,18.926987243365595,0.01429534928644935,0.32066657563590206,490.3632081020663,679.0795731092666,17.561407611549825,20.292566875181365,0.25973000647919997,542.3884568095098,18.609951515369254,0.20991282462719055,0.30954718833120937,506.3892228906772,578.3876907283424,17.69631199907576,19.523591031662747
"['Lignin (wt%)', 'Co-polyol type (PTHF)', 'r', 'Isocyanate (mmol NCO)']",4,300,0.16857190390997392,584.0130104739351,18.921166917671037,0.017370759686115844,0.319773048133832,490.8941971075369,677.1318238403333,17.593553962280343,20.248779873061732,0.25992769284550693,542.2743065185681,18.612126652935142,0.2105509175934176,0.30930446809759626,506.39587979750206,578.1527332396341,17.69549804620342,19.528755259666866
"['Lignin (wt%)', 'Co-polyol type (PTHF)', 'r', 'Isocyanate (mmol NCO)']",4,400,0.16935045707320423,583.5969183490485,18.916245452137606,0.018527797289174308,0.32017311685723415,489.8588736940117,677.3349630040852,17.589270010990578,20.243220893284633,0.2615268843450875,541.1611742004834,18.588027653966673,0.21320156849635663,0.3098522001938183,505.61591423959885,576.706434161368,17.683345802853886,19.49270950507946
"['Lignin (wt%)', 'Co-polyol type (PTHF)', 'r', 'Isocyanate (mmol NCO)']",4,500,0.17222336883155792,581.2078053908856,18.886827990023868,0.0178909984572245,0.3265557392058913,485.89988776004293,676.5157230217283,17.576653013232576,20.19700296681516,0.2619362130815838,540.8634753991278,18.571004426258362,0.21403394394739217,0.3098384822157755,505.60385820106825,576.1230925971872,17.67807878874194,19.463930063774786
"['Lignin (wt%)', 'Co-polyol type (PTHF)', 'r', 'Isocyanate (mmol NCO)']",4,600,0.17220906582140408,581.2341859610663,18.878138254402494,0.01611530716706369,0.32830282447574444,484.3974812629678,678.0708906591648,17.557722171967495,20.198554336837493,0.2627348098668077,540.3178330236283,18.557369494131542,0.2151536117882777,0.3103160079453377,504.9905856437476,575.6450804035089,17.669272720561917,19.445466267701168
"['Lignin (wt%)', 'Co-polyol type (PTHF)', 'r', 'Isocyanate (mmol NCO)']",4,700,0.17432165608288136,579.6364641053432,18.864041403361497,0.020403178890297857,0.32824013327546486,485.1876384675151,674.0852897431712,17.581736641007108,20.146346165715887,0.2607574480998188,541.7286659673562,18.57921185762531,0.2143285583074046,0.30718633789223304,507.5411626804076,575.9161692543048,17.70758110603264,19.45084260921798
"['Lignin (wt%)', 'Co-polyol type (PTHF)', 'r', 'Isocyanate (mmol NCO)']",4,800,0.17444152703260798,579.6398027229575,18.87571878328179,0.021058398552557644,0.3278246555126583,485.205887331475,674.07371811444,17.596704395682995,20.154733170880586,0.2608343173778057,541.6757935353098,18.57975651138167,0.21484382231210894,0.3068248124435025,507.78533062891086,575.5662564417088,17.714994934674174,19.44451808808917
"['Lignin (wt%)', 'Co-polyol type (PTHF)', 'r', 'Isocyanate (mmol NCO)']",4,900,0.16441182633547421,586.3624622266258,18.9788569402808,0.013192703878723455,0.315630948792225,494.56043079005883,678.1644936631927,17.733490793290823,20.224223087270776,0.2625280353726246,540.4146544044597,18.557922433934618,0.21886769899806466,0.3061883717471845,508.44294378056117,572.3863650283582,17.722327427454463,19.393517440414772
"['Lignin (wt%)', 'Co-polyol type (PTHF)', 'r', 'Isocyanate (mmol NCO)']",4,1000,0.1597710129743693,589.5948552207617,18.97269688531586,0.011424551443628417,0.3081174745051102,500.21060886060786,678.9791015809155,17.727069411277977,20.21832435935374,0.26494743837492296,538.6447690774246,18.51616375581345,0.22425285233495984,0.3056420244148861,508.8177573915054,568.4717807633439,17.7202529578872,19.312074553739702
"['Lignin (wt%)', 'Co-polyol type (PTHF)', 'r', 'Isocyonate type']",4,1,0.29946980248672006,493.2951123732062,17.006674706158122,0.16308957107634678,0.4358500338970933,402.24769203729596,584.3425327091165,15.476735740896428,18.53661367141982,0.33808667762039757,485.20236314959845,17.053078583049743,0.291280702293933,0.38489265294686215,449.9000487540741,520.5046775451228,16.2801465943257,17.826010571773786
"['Lignin (wt%)', 'Co-polyol type (PTHF)', 'r', 'Isocyonate type']",4,10,0.2918878709957526,497.56152828166523,16.95520537740487,0.1505531583592185,0.43322258363228666,405.8795631087616,589.2434934545689,15.52427049447866,18.38614026033108,0.3444705247335477,480.4044246763572,16.845170124123435,0.29776802543712044,0.391173024029975,445.85936998864645,514.949479364068,16.024026796171675,17.666313452075194
"['Lignin (wt%)', 'Co-polyol type (PTHF)', 'r', 'Isocyonate type']",4,50,0.29467708844265045,495.76625896226733,16.82275747529454,0.14588637605612065,0.44346780082918025,398.75849584050457,592.7740220840301,15.247296212501318,18.398218738087763,0.348174213694787,477.83628360125385,16.811924026436166,0.301605867788119,0.39474255960145505,442.29014879700327,513.3824184055044,15.970622360689793,17.653225692182538
"['Lignin (wt%)', 'Co-polyol type (PTHF)', 'r', 'Isocyonate type']",4,100,0.3113609722363012,484.1363313866559,16.661490229761522,0.16349320998138817,0.45922873449121426,386.9921098401257,581.2805529331861,15.056070189034084,18.26691027048896,0.34927994602296664,476.97001280286287,16.801855161130604,0.30635816562582274,0.39220172642011053,444.41316883138586,509.5268567743399,16.02522922868779,17.578481093573416
