Lignin (wt%),Co-polyol type (PTHF),r,Copolyol (wt%),Isocyanate (wt%),Tg (°C)
57,1000,0.9500000000000003,30,19.0,49.34703714003522
44,1000,1.2500000000000004,10,8.0,71.50658666162883
60,1000,1.3500000000000005,4,0.5,70.19860035513196
12,650,1.1500000000000004,24,0.0,16.601955698806883
66,650,1.1500000000000004,48,6.0,52.531109671023536
33,250,0.8000000000000002,42,5.0,48.1543851461109
51,250,1.4000000000000008,64,18.0,51.149234490796594
0,650,0.9500000000000003,30,14.0,12.78713126935505
26,650,1.3500000000000005,10,16.0,60.158834665148966
47,650,0.9500000000000003,16,1.0,53.47911967843201
54,650,1.3000000000000007,4,17.5,63.372469175731574
39,250,1.3000000000000007,54,8.0,36.31510333357258
12,1000,0.7500000000000001,44,17.5,23.351263105186145
14,1000,0.9500000000000003,8,16.5,66.68787938281885
29,1000,1.2500000000000004,54,17.0,31.914880241162642
25,1000,0.9500000000000003,64,19.5,34.670071509059156
13,1000,0.6,18,7.0,19.428815895836955
6,1000,1.2500000000000004,60,15.0,12.529906175305435
14,1000,0.6,18,7.5,19.40925883176191
46,250,1.3000000000000007,38,2.0,52.98507369948312
62,650,1.3000000000000007,4,12.5,63.98132407842657
48,1000,1.0000000000000004,58,5.0,56.475293790181496
18,650,0.9500000000000003,30,6.0,14.842748676238443
55,650,1.2500000000000004,44,20.0,45.06311947338969
7,650,1.1500000000000004,4,3.5,59.75226287354645
6,1000,1.1000000000000005,14,14.0,52.373040554638514
13,650,0.9000000000000002,50,1.5,24.900159709349005
25,250,0.8500000000000002,46,5.5,50.24389647386603
28,250,0.7500000000000001,24,14.0,40.00520682950494
41,650,0.6,10,9.5,44.127760455064504
68,1000,0.9500000000000003,26,13.0,49.71427662928045
62,250,0.9000000000000002,8,0.5,44.45216845458866
20,650,1.2500000000000004,40,3.0,23.02684080310861
48,250,0.9500000000000003,10,6.5,45.761618535535746
13,650,1.1500000000000004,58,1.0,11.530158432008108
67,650,1.3500000000000005,12,7.0,65.27331048555772
55,650,1.0500000000000003,24,12.0,53.25590102211903
30,1000,1.3000000000000007,2,3.5,69.24624159596745
3,1000,1.4000000000000008,32,7.5,15.31276672997398
25,1000,0.9000000000000002,36,18.5,41.57930649027519
25,650,1.2000000000000006,34,17.0,32.16699070853745
28,650,0.9000000000000002,30,6.5,43.452808178702824
56,250,0.7000000000000001,50,11.0,50.6870563995105
37,1000,1.0500000000000003,42,10.0,31.86204795481829
48,250,0.65,42,8.5,47.022834668027315
32,650,0.8500000000000002,50,16.5,51.26949859449083
