n_estimators,Model,Train_R2,Train_R2_CI_Lower,Train_R2_CI_Upper,Train_MSE,Train_MSE_CI_Lower,Train_MSE_CI_Upper,Train_MAE,Train_MAE_CI_Lower,Train_MAE_CI_Upper,Val_R2,Val_R2_CI_Lower,Val_R2_CI_Upper,Val_MSE,Val_MSE_CI_Lower,Val_MSE_CI_Upper,Val_MAE,Val_MAE_CI_Lower,Val_MAE_CI_Upper,Test_R2,Test_R2_CI_Lower,Test_R2_CI_Upper,Test_MSE,Test_MSE_CI_Lower,Test_MSE_CI_Upper,Test_MAE,Test_MAE_CI_Lower,Test_MAE_CI_Upper
400,ElasticNet,0.3939471816531792,0.2087937780567796,0.5445851501275952,437.7204591654257,303.05208444417,593.1711768355899,16.037699775725084,13.55856874100022,18.518244895380178,0.29809225616504786,-0.33382143368120454,0.6165988618830882,543.6543769269476,218.6273601900704,944.265977300083,18.50927448465007,12.109615952021723,25.838010430910007,0.46614595189963814,-0.014291660637738592,0.6382779289325274,399.0681343456547,204.01240987492827,651.9829002822357,16.57600186303262,11.554136576834251,22.578957665757024
400,Ensemble,0.9967341921538407,0.995341311020349,0.9977645877296939,2.3587233103977616,1.5207217413893193,3.290469764240389,1.1282496259948556,0.9318343793288403,1.3251974636413686,0.43976341612688674,-0.40857967665050954,0.7969362179203461,433.92464837777504,136.1577901607063,954.8210072452464,14.883725526928238,8.944329993036396,23.62601956364053,0.7664034422230146,0.4527756802803595,0.8794753944374513,174.61877985816722,78.05733560405295,286.41730145442386,10.926780449081686,7.518093224435802,14.691947697104192
500,GradientBoosting,0.9996197619005455,0.9995168336886232,0.9997065591857877,0.2746262214231304,0.20294007847177734,0.3527940489414223,0.4141934281914939,0.35530454080616974,0.4749936750440814,0.450702918032435,-0.43289799190682243,0.7946383456784688,425.45158600656055,123.24346631767663,902.6409928091392,14.805014714558157,8.516186282368409,22.24537797925196,0.7646717536205748,0.44238493868391987,0.8810884938027964,175.91325677054118,76.2404166987312,281.34575930914644,10.923317353387286,7.4874403789574036,14.288816221793393
500,RandomForest,0.7377961231206474,0.6405824376766741,0.8140841452659873,189.37623571433562,126.90106386645559,271.23712366314277,9.805911744408768,8.08217559941775,11.835940134723995,0.3317001978729447,-0.6836192685768343,0.7349906253633055,517.6237414631222,152.67437731527212,1003.3816913391921,16.95057563790623,10.454109947704612,25.087384283972153,0.5819850356982359,0.06332287904371255,0.7451229201616698,312.47576472644784,155.0720246407724,480.5558049401037,14.270165298164661,8.936052822502328,19.560941565543907
500,SVR,0.40181328796513927,0.18630181399673618,0.5835483741090368,432.03917931244627,283.7566438045482,607.8586588937403,15.221896625502172,12.722953495379965,18.03008347398156,0.27349057689702194,-0.7958212413380149,0.6950670915833476,562.7093178807836,176.86060384820811,1045.1142431121966,17.942909502635338,10.940411778024744,26.135564668680974,0.5038541844148094,-0.23141196333791042,0.7585226117030858,370.8803664475783,155.01509868936952,640.4124786624429,15.45173393241572,10.138862517791361,21.05257265686254
500,Lasso,0.30559526218579336,0.17793437710925064,0.4150579342516198,501.5324596819871,375.4249921113717,640.5834514739595,18.44300065236816,16.044313970824575,20.943441112319885,0.23883117297062406,-0.26337239869381834,0.48161990568398216,589.5543510233385,281.47629702092445,952.975629767795,19.58553949391207,13.195619028025177,26.76680215110699,0.32156248293766954,-0.11300665565187311,0.5041406363295341,507.14759055880427,263.2209283964871,809.9215001711051,19.090685824509425,13.331598759871731,24.909800850491166
500,ElasticNet,0.3939471816531792,0.22497792771411626,0.5366564420812172,437.7204591654257,296.19805991930906,588.1999889451668,16.037699775725084,13.380435373855706,18.618424085417146,0.29809225616504786,-0.400868193654426,0.593928738085569,543.6543769269476,219.9462199630776,951.4245888121839,18.50927448465007,11.972882428440291,26.086971404870024,0.46614595189963814,-0.01911763182484214,0.6509952826463588,399.0681343456547,209.20096742976042,645.206383298681,16.57600186303262,11.486923683858679,22.73199928296175
500,Ensemble,0.9974177519500413,0.9963445741063373,0.9981179322179631,1.8650235885217763,1.2579466034460878,2.630318881157538,1.0021563711912203,0.8319207759172039,1.2004341109821217,0.4416647385433169,-0.40868768409286615,0.806231000971806,432.45200149117136,132.98115596701496,892.604842568912,14.9353490479336,8.825346119743195,22.106523335145543,0.7653179120375335,0.415250738102237,0.8865395949557182,175.430238546993,77.2348628826824,294.5682800966795,10.926101816819049,7.380446438147999,14.713520262169558
600,GradientBoosting,0.9998787526411315,0.9998414247354575,0.9999051970234762,0.08757066709353029,0.06591346535734104,0.11348816183001492,0.2371270083745278,0.20590717966024516,0.2707274633044514,0.44977100883446297,-0.5003356825105089,0.789283290838397,426.1733853011629,124.79500363716974,896.9889507591528,14.818504607128446,8.665008105848953,22.28986615490291,0.7632075732068773,0.39229761811436165,0.8826907248172751,177.00776518181743,79.91278200888611,295.8746551979698,10.92178491419288,7.526996019794778,14.759144092404851
600,RandomForest,0.7379401619604005,0.6430936604202403,0.8199446181300433,189.272203944883,119.50688377823131,266.4074810201516,9.784664479983592,7.923105383539108,11.62185347887762,0.3346277637974935,-0.6557385561487149,0.7567842131617457,515.356229752926,139.57015391419813,1007.763205348699,16.923343231031158,10.05837360338645,25.06983336819534,0.5833043794223834,0.11254955642864606,0.7697337582522947,311.4895250595769,157.79239659210012,478.39071585022486,14.21081664095248,9.03014962505734,19.46798691935922
600,SVR,0.40181328796513927,0.1715800060519904,0.5903933770415196,432.03917931244627,280.753778217948,609.9556023130664,15.221896625502172,12.682621783650742,17.96274844418639,0.27349057689702194,-0.6478646255639834,0.6897739303155391,562.7093178807836,194.73560902686634,1065.719219577077,17.942909502635338,11.26316924109209,26.332806114153875,0.5038541844148094,-0.24077582281100704,0.7586157505787964,370.8803664475783,164.70412424545142,633.896005221123,15.45173393241572,10.136690612213881,21.0151379926662
600,Lasso,0.30559526218579336,0.16669696963720107,0.40942061001312763,501.5324596819871,381.2255883192959,651.9936461086967,18.44300065236816,16.197897878204806,20.899599259067053,0.23883117297062406,-0.27128176875025983,0.4814842847968552,589.5543510233385,262.3877131857411,942.1200935979583,19.58553949391207,12.51326144686677,26.56778883436993,0.32156248293766954,-0.14440433629555413,0.4913372753911491,507.14759055880427,278.66989901892197,815.6585050209391,19.090685824509425,13.91486521697253,25.18252193350665
600,ElasticNet,0.3939471816531792,0.20508736018973997,0.5322419346941585,437.7204591654257,309.9778124377998,595.2701076879641,16.037699775725084,13.578106851824208,18.674269166906946,0.29809225616504786,-0.3814226202106519,0.6126956597682441,543.6543769269476,215.55860077649152,919.3155243928721,18.50927448465007,11.89374037733402,26.002488759438844,0.46614595189963814,-0.09019081992588125,0.6415715550263211,399.0681343456547,208.3759510172909,612.6460904681826,16.57600186303262,11.32162974804856,22.01417575862434
600,Ensemble,0.9976440760987099,0.9967684845598667,0.9984262962061397,1.701561416122932,1.0853306096970456,2.3950991401087913,0.9379746343707901,0.7684684637515218,1.1254059615634269,0.441155383995933,-0.5115744748794301,0.793338884861709,432.84651605740186,132.83946906201726,906.7358504854628,14.972403033653016,9.029977700835584,22.646954160654456,0.7652077367143919,0.37719482325114917,0.8795203713679344,175.51259712573471,83.20169517683603,295.91017774955793,10.894164712856377,7.714381070736957,14.643685763664863
700,GradientBoosting,0.9999608981841096,0.9999489967966912,0.9999702986321931,0.028241209821344433,0.021026141406601275,0.03705935842495685,0.13495810340516462,0.11652169994978426,0.1543547662620388,0.4480137389048461,-0.49944964553266025,0.799713668241617,427.53445803054854,124.34608214292999,915.0643704476756,14.833708029905486,8.64491799000827,22.801221401381476,0.761711220736176,0.42251034176585944,0.8843163704796381,178.1263229429342,84.89328892911544,292.6566736392921,10.955198330319844,7.636316866393396,14.734634497470912
